product_id,Column1,type,category , sub_category
P0358,Instant Noodle - Chicken Flavour (Indomie),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0360,Candy - Kusari (Balaji foods),Indian & Exotic Herbs,Fruits & Vegetables , Herbs & Seasonings
P0361,Candy - Kusari (Kiara Foods),Indian & Exotic Herbs,Fruits & Vegetables , Exotic Fruits & Veggies
P0362,Synthetic Food Colour Preparation Kesar Yellow (999),Tomato Ketchup & Sauces,Snacks & Branded Foods ," Spreads, Sauces, Ketchup"
P0363,Iodized (Tata Salt),"Gourd, Pumpkin, Drumstick",Fruits & Vegetables , Fresh Vegetables
P0364,Iodised Crystal Salt/Uppu (Tata Salt),Root Vegetables,Fruits & Vegetables , Fresh Vegetables
P0365,Multigrain Chips - Tangy Tomato (Too Yumm!),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0366,Veggie Stix - Chilly Chataka (Too Yumm!),Toothbrush,Beauty & Hygiene , Oral Care
P0367,Groovy Chips - Spicy Tomato (Time Pass),Toothbrush,Beauty & Hygiene , Oral Care
P0368,Time Pass Chips - Minty Pudina (Time Pass),Pet Meals & Treats,"Kitchen, Garden & Pets ", Pet Food & Accessories
P0369,Kool - Kesar (Amul),Pet Meals & Treats,"Kitchen, Garden & Pets ", Pet Food & Accessories
P0370,Winkin Cow Classic Lassi (Britannia),Salts,"Foodgrains, Oil & Masala "," Salt, Sugar & Jaggery"
P0371,New Born - 2 Diaper Pants (Pampers ),Face Care,Beauty & Hygiene , Skin Care
P0372,Soda - The Club (Bisleri ),Face Care,Beauty & Hygiene , Skin Care
P0373,Cauliflower (Fresho),Face Care,Beauty & Hygiene , Skin Care
P0374,Fenugreek/Methi/Menthya (bb Popular),"Healthy, Baked Snacks",Gourmet & World Food ," Snacks, Dry Fruits, Nuts"
P0375,Crystals - Citric Acid (Eagle),Packaged Water,Beverages , Water
P0376,Pineapple Flavouring Agent (Bush),"Detergent Powder, Liquid",Cleaning & Household , Detergents & Dishwash
P0377,Rose White Flavouring Agent (Bush),Cooking Pastes,"Foodgrains, Oil & Masala ", Masalas & Spices
P0379,Farmlite Veda Digestive Biscuit (Sunfeast),Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0380,Cucumber - Organically Grown (Fresho),Cold Drinks,Beverages , Energy & Soft Drinks
P0381,Mustard Leaves (Sarso Saag) (Fresho),Cookies,Snacks & Branded Foods , Biscuits & Cookies
P0382,Snake gourd - Diced (Fresho),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0383,Sugarcane - Diced (Fresho),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0384,"Pineapple - Chunks, Single Serve (Fresho)",Oats & Porridge,Snacks & Branded Foods , Breakfast Cereals
P0385,Fruit Power - Masala Sugarcane (Real),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0386,Juice - Rose Lychee (B Natural),Insect Repellent,Cleaning & Household , Fresheners & Repellents
P0387,Juice - Pink Guava (B Natural),Cut & Peeled Veggies,Fruits & Vegetables , Herbs & Seasonings
P0388,Juice - Orange (B Natural),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0389,Mustard/Sasive/Rai - Yellow (bb Royal),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0390,Black Salt/Kala Namak - Whole (bb Royal),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0391,Ready Masala - Kashmiri Meat (Kohinoor),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0392,Kitchen Scrubber - Stainless Steel (Liao),Powdered Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0393,Vermicelli (Anil),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0394,Birthday Candle - No. 5 (B Vishal),Toothbrush,Beauty & Hygiene , Oral Care
P0395,Birthday Candle - No. 1 (B Vishal),Organic Vegetables,Fruits & Vegetables , Organic Fruits & Vegetables
P0396,Namkeen - Cornflakes Masala (Sln  ),Imported Noodles,Gourmet & World Food ," Pasta, Soup & Noodles"
P0397,Namkeen - Rice Kodubale (Sln  ),Imported Noodles,Gourmet & World Food ," Pasta, Soup & Noodles"
P0398,"Crayons - Wax Colour, 75X8mm (Classmate)",Other Pooja Needs,Cleaning & Household , Pooja Needs
P0399,Cucumber - English (Fresho),Other Pooja Needs,Cleaning & Household , Pooja Needs
P0400,Bitter Gourd (Fresho),Home Baking,Snacks & Branded Foods , Ready To Cook & Eat
P0401,Hapima Crispy Fry Mix (Ajinomoto),Salts,"Foodgrains, Oil & Masala "," Salt, Sugar & Jaggery"
P0402,Prickly Heat Powder - Sandal (Dermi Cool),Salts,"Foodgrains, Oil & Masala "," Salt, Sugar & Jaggery"
P0403,Milk Bikis Milk Cream Biscuits (Britannia),Chips & Corn Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0405,Dream Cream - Strawberry Vanilla (Sunfeast),Chips & Corn Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0406,Dream Cream - Choco Vanilla Biscuits (Sunfeast),Namkeen & Savoury Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0407,Dream Cream Biscuits - Butterscotch Zing (Sunfeast),Namkeen & Savoury Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0408,Fruit Bread (Britannia),Oats & Porridge,Snacks & Branded Foods , Snacks & Namkeen
P0409,Bread - Fruit (English Oven),Cut & Peeled Veggies,Fruits & Vegetables , Cuts & Sprouts
P0410,Corn Flakes (Kelloggs),"Flavoured, Soya Milk","Bakery, Cakes & Dairy ", Dairy
P0411,Chocos Corn Flakes (Kelloggs),"Flavoured, Soya Milk","Bakery, Cakes & Dairy ", Dairy
P0412,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Diapers,Baby Care , Diapers & Wipes
P0413,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Soda & Cocktail Mix,Beverages , Energy & Soft Drinks
P0414,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Cabbage & Cauliflower,Fruits & Vegetables , Fresh Vegetables
P0415,Yum Yum - Vanilla Cake (Milk Ma),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0416,Yum Yum - Pineapple Cake (Milk Ma),Home Baking,Snacks & Branded Foods , Ready To Cook & Eat
P0417,Yum Yum - Chocolate Cake (Milk Ma),Home Baking,Snacks & Branded Foods , Ready To Cook & Eat
P0418,Millet Based Nutrition Bar - Classic (Ah!rogya Bar),Home Baking,Snacks & Branded Foods , Ready To Cook & Eat
P0419,Kitkat 3 Fingers (Nestle ),"Marie, Health, Digestive",Snacks & Branded Foods , Biscuits & Cookies
P0420,Creamy Milky & Cocoa Chocolate With Extruded Rice (Kinder),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0421,Choco Deck - French Dessert Inspired Layered Bar (Fabelle),Leafy Vegetables,Fruits & Vegetables , Fresh Vegetables
P0422,White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop (Happydent ),Cut & Peeled Veggies,Fruits & Vegetables , Fresh Vegetables
P0423,Rusk - Original (Elite),"Cut Fruit, Tender Coconut",Fruits & Vegetables , Fresh Fruits
P0424,Multigrain Biscuit (Chai Point),"Cut Fruit, Tender Coconut",Fruits & Vegetables , Fresh Fruits
P0425,Masala Biscuit (Chai Point),Juices,Beverages , Fruit Juices & Drinks
P0426,Amaranthus - Red (Fresho),Juices,Beverages , Fruit Juices & Drinks
P0427,Baby Potato (Fresho),Juices,Beverages , Fruit Juices & Drinks
P0428,Beetroot - Organically Grown (Fresho),Juices,Beverages , Fruit Juices & Drinks
P0429,Amaranthus - Green (Fresho),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0430,Gongura Leaves/Pulicha (Fresho),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0431,"Beans - Cluster, Organically Grown (Fresho)",Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0432,Arai Keerai (Fresho),"Utensil Scrub-Pad, Glove",Cleaning & Household ," Mops, Brushes & Scrubs"
P0433,Cabbage - Organically Grown (Fresho),Vermicelli,Snacks & Branded Foods ," Noodle, Pasta, Vermicelli"
P0435,Chalk Strong - For Cockroaches (Krazy Lines),Organic Vegetables,Fruits & Vegetables , Organic Fruits & Vegetables
P0436,Grapes - Bangalore Blue with Seed (Fresho),"Caps, Balloons & Candles",Cleaning & Household , Party & Festive Needs
P0437,Banana - Raw Green (Fresho),"Caps, Balloons & Candles",Cleaning & Household , Party & Festive Needs
P0438,Coconut - (For Kalash with Jatta) (Fresho),Namkeen & Savoury Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0439,Soft Drink - With Real Lemon Juice (7 Up Nimbooz),Namkeen & Savoury Snacks,Snacks & Branded Foods , Snacks & Namkeen
P0440,"Lychee Ras, Litchi Juice (Paper Boat)",Colours & Crayons,Cleaning & Household , Stationery
P0441,Fruit Power Juice - Mango (Real),"Cut Fruit, Tender Coconut",Fruits & Vegetables , Cuts & Sprouts
P0442,Aam Panna - Mango Drink (Paper Boat),"Cut Fruit, Tender Coconut",Fruits & Vegetables , Cuts & Sprouts
P0443,Amla Plus (Dabur),Cut & Peeled Veggies,Fruits & Vegetables , Cuts & Sprouts
P0444,Juice - Mixed Fruit & Dry Fruits (B Natural),Cucumber & Capsicum,Fruits & Vegetables , Fresh Vegetables
P0445,Guava Delight Juice - Aseptic Pack (Tropicana),"Gourd, Pumpkin, Drumstick",Fruits & Vegetables , Fresh Vegetables
P0446,Coconut Oil - 100 % Pure (Parachute ),Cucumber & Capsicum,Fruits & Vegetables , Exotic Fruits & Veggies
P0447,Comb - Derby Deluxe No 02 (Ego of Paris),Rice & Other Flours,"Foodgrains, Oil & Masala "," Atta, Flours & Sooji"
P0448,Cough Drops - Ginger (Vicks),Talcum Powder,Beauty & Hygiene , Bath & Hand Wash
P0450,Cough Drops - Menthol (Vicks),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0451,Bay Leaf/Lavangada Ele (bb Royal),Cookies,Snacks & Branded Foods , Biscuits & Cookies
P0452,Organic - Mustard/Sasive/Rai Yellow (bb Royal),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0453,Veg Dum Biryani Masala (Keya),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0454,Awadhi Kadhai Veg Masala (Keya),Cream Biscuits & Wafers,Snacks & Branded Foods , Biscuits & Cookies
P0455,Awadhi Kadhai Chicken Masala (Keya),"Milk, White & Sandwich","Bakery, Cakes & Dairy ", Breads & Buns
P0456,Masala - Chilly Gobi (Annapoorna),"Milk, White & Sandwich","Bakery, Cakes & Dairy ", Breads & Buns
P0457,Chakra Stainless Steel Scrub (Scotch brite),Flakes,Snacks & Branded Foods , Breakfast Cereals
P0458,"Scrub Pad - Anti- Bacterial, Regular (Scotch brite)",Kids Cereal,Snacks & Branded Foods , Breakfast Cereals
P0459,Scrub Pad - Regular Large (Good Home),Chips & Corn Snacks,Snacks & Branded Foods , Breakfast Cereals
P0460,Fusian Hong Kong Spicy Garlic Noodles (MAGGI ),Chips & Corn Snacks,Snacks & Branded Foods , Breakfast Cereals
P0461,Strong Garlic Instant Noodles (A&M),Chips & Corn Snacks,Snacks & Branded Foods , Breakfast Cereals
P0462,Super Shine Soft Bristle Toothbrush (Colgate),Tea Cakes & Slice Cakes,"Bakery, Cakes & Dairy ", Cakes & Pastries
P0463,Super Shine Medium Bristle Toothbrush (Colgate),Tea Cakes & Slice Cakes,"Bakery, Cakes & Dairy ", Cakes & Pastries
P0464,Toothbrush Fighter - Soft (Pepsodent),Tea Cakes & Slice Cakes,"Bakery, Cakes & Dairy ", Cakes & Pastries
P0465,Tongue Scraper (Refresh Plus),Cereal & Granola Bars,Gourmet & World Food , Cereals & Breakfast
P0466,Sweet Potato - Organically Grown (Fresho),Chocolates,Snacks & Branded Foods , Chocolates & Candies
P0467,Fields Of Gold Organic Mustard/Sasive - Bold (PRISTINE),Chocolates,Snacks & Branded Foods , Chocolates & Candies
P0468,Surabhi Dhoop - Natural Perfume (Gou Ganga),Chocolates,Snacks & Branded Foods , Chocolates & Candies
P0469,Dhoop Cone (Om sri Kar),Mints & Chewing Gum,Snacks & Branded Foods , Chocolates & Candies
P0470,Powder - Viboothi (Murugesan),Rusks,"Bakery, Cakes & Dairy "," Cookies, Rusk & Khari"
P0471,Pooja Essential (Gomutra),"Bakery Biscuits, Cookies","Bakery, Cakes & Dairy "," Cookies, Rusk & Khari"
P0473,Agarbathi Natural Incense Sticks - Chandan Sandalwood (Gou Ganga),"Bakery Biscuits, Cookies","Bakery, Cakes & Dairy "," Cookies, Rusk & Khari"
P0474,Agarbathi - Velvet (Soft Touch),Leafy Vegetables,Fruits & Vegetables , Fresh Vegetables
P0475,Puja Wicks - Pulla Vathulu long Batti (Jaji),Exotic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0476,Fragrance of Temple Gold Tradition (Mangaldeep),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0477,Puja Flower Wicks - Puvvu Vathulu Batti (Jaji),Leafy Vegetables,Fruits & Vegetables , Fresh Vegetables
P0478,Agarbathi Natural Incense Sticks - Lavender (Gou Ganga),Leafy Vegetables,Fruits & Vegetables , Fresh Vegetables
P0480,Agarbathi - Natural Incense Sticks (Jasmine) (Gou Ganga),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0481,Synthetic Food Colour Preparation Orange Red (999),Leafy Vegetables,Fruits & Vegetables , Fresh Vegetables
P0482,Synthetic Food Colour Preparation Apple Green (999),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0483,Synthetic Food Colour Preparation Lemon Yellow (999),Organic Vegetables,Fruits & Vegetables , Fresh Vegetables
P0484,Masala Upma (MOM Meal of the Moment),Insect Repellent,Cleaning & Household , Fresheners & Repellents
P0485,Khatta Meetha Poha (MOM),Seasonal Fruits,Fruits & Vegetables , Fresh Fruits
P0486,Glucose - Liquid (Ask Foods),"Banana, Sapota & Papaya",Fruits & Vegetables , Fresh Fruits
P0487,Salt/Uppu - Proactive (Aashirvaad),Seasonal Fruits,Fruits & Vegetables , Fresh Fruits
P0489,Black Salt/Uppu Powder (Grocery Farm),Juices,Beverages , Fruit Juices & Drinks
P0490,Potato Chips - Simple Classic Salted (Lays),Juices,Beverages , Fruit Juices & Drinks
P0491,Potato Chips - Spanish Tomato Tango (Lays),Juices,Beverages , Fruit Juices & Drinks
P0492,Namkeen - Masala Munch (Kurkure),Juices,Beverages , Fruit Juices & Drinks
P0493,Mad Angles - Very Peri Peri (Bingo),Juices,Beverages , Fruit Juices & Drinks
P0494,Potato Chips - Salted (Bingo),Juices,Beverages , Fruit Juices & Drinks
P0495,No Rulz Cheese Curlz Corn Puffs (Bingo),Juices,Beverages , Fruit Juices & Drinks
P0496,Tortilla Chips - Sweet Chili Flavour (Doritos),Juices,Beverages , Fruit Juices & Drinks
P0497,RTE BUTTER POPCORN PP (ACT II),Hair Oil & Serum,Beauty & Hygiene , Hair Care
P0498,Vitamin Enriched Khakhro - Peri Peri Africana (Befikar),Tools & Accessories,Beauty & Hygiene , Hair Care
P0499,Vitamin Enriched Khakhro - Cheesy Oregano (Befikar),Everyday Medicine,Beauty & Hygiene , Health & Medicine
P0500,Namkeen - Double Mazza (Crax),Everyday Medicine,Beauty & Hygiene , Health & Medicine
P0501,Namkeen - Nav Rattan (Crax),Whole Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0502,Namkeen - Aloo Bhujia (Crax),Organic Masalas & Spices,"Foodgrains, Oil & Masala ", Masalas & Spices
P0503,Namkeen - Khatta Mitha (Crax),Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0504,Ragi Bites - Epic Masala (Soulfull),Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0505,Namkeen - Moong Dal (Crax),Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0506,Namkeen - Bikaneri Bhujia (Crax),Blended Masalas,"Foodgrains, Oil & Masala ", Masalas & Spices
P0507,Ragi Bites - Cra-azy Cheese (Soulfull),"Utensil Scrub-Pad, Glove",Cleaning & Household ," Mops, Brushes & Scrubs"
P0508,Naan Chips - Chatpata Pudina (Wingreens Farms),"Utensil Scrub-Pad, Glove",Cleaning & Household ," Mops, Brushes & Scrubs"
P0509,Watermelon Seeds (The Nibble Box),"Utensil Scrub-Pad, Glove",Cleaning & Household ," Mops, Brushes & Scrubs"
P0510,Mixed Fruit Jam (Kissan),Instant Noodles,Snacks & Branded Foods ," Noodle, Pasta, Vermicelli"
P0511,Secret Dark Soy Sauce (Chings),Instant Noodles,Snacks & Branded Foods ," Noodle, Pasta, Vermicelli"
